Zip,energy_kwh,capacity_kw,num_projects,energy_per_kw,capacity_factor,avg_project_size,log_energy,kmeans_cluster,zip,lat,lng,cluster,cluster_name
11724,469646,400.09,33,1173.8508835512012,0.13400124241452066,12.123939393939393,13.059736627666712,0,11724,40.86532,-73.45289,0,Medium Production Zone
11725,15028769,12803.28,1001,1173.8217862922625,0.133997920809619,12.790489510489511,16.525476922053038,1,11725,40.84045,-73.2808,1,High Production Zone
11726,7483690,6375.55,785,1173.810886903875,0.13399667658720033,8.121719745222931,15.8282366774425,1,11726,40.67885,-73.39564,1,High Production Zone
11727,10064520,8574.04,958,1173.8363711855786,0.1339995857517784,8.949937369519834,16.124527025262854,1,11727,40.88206,-73.00402,1,High Production Zone
11729,16656746,14189.82,1394,1173.8518177115707,0.13400134905383226,10.179210903873745,16.628325917534383,1,11729,40.76279,-73.32177,1,High Production Zone
11730,5026886,4282.5,465,1173.8204319906597,0.1339977662089794,9.209677419354838,15.430311463806587,1,11730,40.71749,-73.17397,1,High Production Zone
11731,10726040,9137.59,1014,1173.836865081493,0.13399964213259052,9.011429980276134,16.188185081005116,1,11731,40.86267,-73.31691,1,High Production Zone
11732,363030,309.27,36,1173.8286933747213,0.13399870928935173,8.590833333333332,12.802243509049699,0,11732,40.84467,-73.53674,0,Medium Production Zone
11733,8233103,7013.77,475,1173.8484438468897,0.13400096390946228,14.765831578947369,15.923673658291147,1,11733,40.93757,-73.10591,1,High Production Zone
11735,18651922,15889.86,1123,1173.8254459133057,0.1339983385745783,14.149474621549421,16.741459808658206,1,11735,40.73159,-73.4327,1,High Production Zone
11738,9422140,8026.62,626,1173.8614759388136,0.13400245159118876,12.822076677316295,16.058572903105738,1,11738,40.83816,-73.03822,1,High Production Zone
11739,531832,453.06,41,1173.866596035845,0.13400303607715128,11.050243902439025,13.18408480926936,0,11739,40.72955,-73.16056,0,Medium Production Zone
11740,3076067,2620.57,287,1173.8160018621902,0.1339972604865514,9.130905923344947,14.939162715995312,1,11740,40.86529,-73.36132,1,High Production Zone
11741,17779689,15146.61,1087,1173.8394927973982,0.1339999421001596,13.934323827046919,16.69356735257745,1,11741,40.79489,-73.07032,1,High Production Zone
11742,9452688,8052.77,464,1173.843037861506,0.13400034678784314,17.35510775862069,16.061809809257728,1,11742,40.81006,-73.04143,1,High Production Zone
11743,12254802,10439.8,951,1173.8540968217783,0.1340016092262304,10.977707676130388,16.321428499743746,1,11743,40.88124,-73.42679,1,High Production Zone
11746,21282765,18130.92,1859,1173.8381174259223,0.13399978509428337,9.75305002689618,16.8734081951939,1,11746,40.81438,-73.36095,1,High Production Zone
11747,12533359,10677.19,318,1173.8443354478097,0.13400049491413352,33.576069182389936,16.343904447349324,1,11747,40.78412,-73.40975,1,High Production Zone
11749,1650988,1406.47,139,1173.8522684451143,0.13400140050743314,10.118489208633093,14.31688506025136,1,11749,40.80676,-73.17087,1,High Production Zone
11751,4812354,4099.68,470,1173.8364945556725,0.13399959983512244,8.72272340425532,15.386697127254132,1,11751,40.72998,-73.21426,1,High Production Zone
11752,6544395,5575.19,444,1173.8425058159453,0.13400028605204856,12.556734234234233,15.694119668881289,1,11752,40.75671,-73.17481,1,High Production Zone
11753,3919170,3338.69,293,1173.8645995884613,0.13400280817219878,11.394846416382252,15.181390709809847,1,11753,40.78997,-73.54008,1,High Production Zone
11754,13876239,11821.18,697,1173.8455044251082,0.13400062835903062,16.960086083213774,16.445688582972938,1,11754,40.88768,-73.24739,1,High Production Zone
11755,6152784,5241.64,508,1173.8280385528192,0.13399863453799307,10.318188976377954,15.632415382807563,1,11755,40.85821,-73.11724,1,High Production Zone
11756,15220874,12966.98,1699,1173.8179591547146,0.13399748392177108,7.632124779281931,16.538178398889865,1,11756,40.72543,-73.51654,1,High Production Zone
11757,19698836,16781.59,2131,1173.8360906207338,0.13399955372382805,7.874983575786016,16.796070156432556,1,11757,40.68875,-73.37348,1,High Production Zone
11758,19683039,16768.17,1878,1173.8334594651653,0.13399925336360335,8.928738019169328,16.795267909203595,1,11758,40.66827,-73.45849,1,High Production Zone
11762,5963721,5080.53,617,1173.8383593837652,0.1339998127150417,8.234246353322527,15.601205340768944,1,11762,40.68203,-73.44669,1,High Production Zone
11763,13236026,11276.09,1084,1173.813440651857,0.13399696811094258,10.40229704797048,16.398452987912766,1,11763,40.82582,-72.9833,1,High Production Zone
11764,7150812,6091.89,451,1173.824872084033,0.13399827306895354,13.507516629711752,15.782736614499827,1,11764,40.93594,-72.97548,1,High Production Zone
11765,80219,68.33,6,1173.9938533587006,0.13401756316880142,11.388333333333334,11.292528139324045,0,11765,40.88328,-73.55795,0,Medium Production Zone
11766,4750544,4047.02,382,1173.8375397205846,0.13399971914618544,10.594293193717277,15.37376990627116,1,11766,40.93582,-73.0165,1,High Production Zone
11767,7364630,6273.95,603,1173.8426350225934,0.13400030080166592,10.404560530679934,15.812199504790735,1,11767,40.84386,-73.14476,1,High Production Zone
11768,5864098,4995.56,435,1173.8619894466285,0.13400251021080234,11.484045977011496,15.584359405080056,1,11768,40.91062,-73.32621,1,High Production Zone
11769,5053173,4304.9,389,1173.818904039583,0.13399759178534051,11.066580976863753,15.43552711867029,1,11769,40.73619,-73.1309,1,High Production Zone
11770,302477,257.69,35,1173.8018549419846,0.13399564554132246,7.362571428571428,12.61976382653555,0,11770,40.64579,-73.15658,0,Medium Production Zone
11771,1394770,1188.2,114,1173.851203501094,0.13400127893848107,10.42280701754386,14.14824080205616,1,11771,40.86682,-73.52593,1,High Production Zone
11772,14098526,12010.69,1377,1173.8314784579404,0.13399902722122606,8.722360203340596,16.46158088180612,1,11772,40.76096,-72.9871,1,High Production Zone
11773,15368,13.1,2,1173.1297709923665,0.13391892362926558,6.55,9.640107772607312,2,,,,2,Low Production Zone
11776,8716757,7425.89,817,1173.8333048294548,0.13399923571112496,9.08921664626683,15.980757937763675,1,11776,40.91361,-73.04636,1,High Production Zone
11777,2680750,2283.77,190,1173.826611261204,0.1339984716051603,12.019842105263157,14.801607537112258,1,11777,40.95169,-73.06468,1,High Production Zone
11778,3686270,3140.36,375,1173.836757569196,0.13399962985949723,8.374293333333334,15.120125935941784,1,11778,40.9433,-72.93,1,High Production Zone
11779,24178387,20597.86,1334,1173.8300483642474,0.13399886396852143,15.440674662668666,17.000969734261933,1,11779,40.81277,-73.11536,1,High Production Zone
11780,4883249,4160.03,355,1173.8494674317253,0.13400108075704628,11.718394366197183,15.401321539767219,1,11780,40.89219,-73.16952,1,High Production Zone
11782,6761682,5760.2699999999995,558,1173.8481008702718,0.13400092475688036,10.323064516129032,15.72678238152967,1,11782,40.73748,-73.08116,1,High Production Zone
11783,7647241,6514.75,777,1173.8349130818526,0.13399941930158135,8.384491634491635,15.849855617922906,1,11783,40.67767,-73.49062,1,High Production Zone
11784,14482368,12337.69,974,1173.8314060411633,0.1339990189544707,12.667032854209445,16.488442536512387,1,11784,40.86891,-73.04118,1,High Production Zone
11786,58996057,50258.99,233,1173.8408790148787,0.13400010034416424,215.70381974248926,17.892981186078547,1,11786,40.94462,-72.88515,1,High Production Zone
11787,14807475,12614.76,1059,1173.82138066836,0.13399787450552053,11.911954674220963,16.510642746331673,1,11787,40.85339,-73.21033,1,High Production Zone
11788,15070803,12838.84,593,1173.8445996678827,0.13400052507624233,21.650657672849917,16.528269920208096,1,11788,40.81808,-73.21328,1,High Production Zone
11789,1446606,1232.38,145,1173.8311235170968,0.13399898670286495,8.499172413793104,14.184731372318279,1,11789,40.95756,-72.97214,1,High Production Zone
11790,4904675,4178.41,373,1173.813723401964,0.13399700038835205,11.202171581769436,15.405699593753999,1,11790,40.90689,-73.12767,1,High Production Zone
11791,9096213,7749.110000000001,681,1173.83970546295,0.13399996637704906,11.379016152716595,16.023368840960735,1,11791,40.8284,-73.50435,1,High Production Zone
11792,3712133,3162.29,320,1173.8749450556402,0.13400398916160275,9.88215625,15.127117471374602,1,11792,40.94818,-72.8305,1,High Production Zone
11793,13757233,11719.949999999999,1099,1173.8303491055851,0.13399889829972433,10.664194722474976,16.437075352820898,1,11793,40.65069,-73.51421,1,High Production Zone
11795,12753759,10864.9,996,1173.8496442673195,0.13400110094375794,10.908534136546184,16.361336688054458,1,11795,40.70788,-73.29826,1,High Production Zone
11796,2420552,2062.1,102,1173.828621308375,0.13399870106259987,20.216666666666665,14.699506584424583,1,11796,40.73135,-73.0997,1,High Production Zone
11797,2253347,1919.59,121,1173.868899087826,0.13400329898262855,15.864380165289255,14.627927668205594,1,11797,40.81727,-73.47004,1,High Production Zone
11798,7289892,6210.39,783,1173.82193388821,0.13399793765847143,7.931532567049809,15.80199942623652,1,11798,40.75225,-73.37596,1,High Production Zone
11801,14669466,12497.12,1187,1173.827729908971,0.13399859930467706,10.52832350463353,16.50127881680745,1,11801,40.76239,-73.52394,1,High Production Zone
11803,12389633,10554.8,929,1173.8387274036459,0.13399985472644357,11.361463939720128,16.33237071321744,1,11803,40.7818,-73.4735,1,High Production Zone
11804,2684857,2287.27,134,1173.826002177268,0.1339984020750306,17.069179104477612,14.803138398120607,1,11804,40.75874,-73.45697,1,High Production Zone
11901,9112902,7763.32,542,1173.8408309846818,0.13400009486126505,14.323468634686346,16.02520187928686,1,11901,40.92254,-72.64657,1,High Production Zone
11930,1929891,1644.07,167,1173.849653603557,0.1340011020095385,9.844730538922155,14.472974600766108,1,11930,40.98935,-72.10144,1,High Production Zone
11931,1467405,1250.1299999999999,111,1173.8019245998416,0.1339956534931326,11.262432432432432,14.199006774118331,1,11931,40.93495,-72.61361,1,High Production Zone
11932,3843895,3274.71,320,1173.8123375810378,0.13399684218961616,10.23346875,15.161996993555439,1,11932,40.93905,-72.30785,1,High Production Zone
11933,50967870,43419.76,242,1173.8404357831548,0.1340000497469355,179.4204958677686,17.746706011775416,1,11933,40.92378,-72.75494,1,High Production Zone
11934,4062046,3460.48,328,1173.8388894026261,0.13399987321947787,10.550243902439025,15.217197591710377,1,11934,40.80008,-72.79363,1,High Production Zone
11935,1806958,1539.3799999999999,155,1173.8219283087997,0.1339979370215525,9.93148387096774,14.40715587977628,1,11935,41.01796,-72.48929,1,High Production Zone
11937,11025913,9393.11,706,1173.8298603976743,0.13399884251115005,13.304688385269122,16.21575887835529,1,11937,41.00703,-72.1953,1,High Production Zone
11939,525075,447.32,49,1173.8241080211035,0.13399818584715795,9.128979591836735,13.171298293001529,0,11939,41.12788,-72.34146,0,Medium Production Zone
11940,2663568,2269.16,177,1173.8123358423381,0.1339968419911345,12.820112994350282,14.795177510766736,1,11940,40.8104,-72.75711,1,High Production Zone
11941,1338934,1140.66,72,1173.8239264986937,0.13399816512542165,15.842500000000001,14.107385079805706,1,11941,40.82973,-72.72839,1,High Production Zone
11942,1516373,1291.84,142,1173.8086759970276,0.13399642420057392,9.097464788732394,14.231832516605524,1,11942,40.85315,-72.5849,1,High Production Zone
11944,499186,425.28,49,1173.7819789315276,0.133993376590357,8.679183673469387,13.120736054031598,0,11944,41.09988,-72.37089,0,Medium Production Zone
11946,4277435,3644.11,388,1173.794150011937,0.13399476598309784,9.392036082474227,15.268864322626033,1,11946,40.87787,-72.52651,1,High Production Zone
11947,866319,738.04,84,1173.810362581974,0.13399661673310206,8.786190476190475,13.672009634302261,1,11947,40.95518,-72.57717,1,High Production Zone
11948,637993,543.54,62,1173.7737792986718,0.13399244055920911,8.766774193548386,13.36608415789399,0,11948,40.96594,-72.55795,0,Medium Production Zone
11949,7815336,6657.91,526,1173.842241784584,0.1340002559114822,12.657623574144486,15.871598643108875,1,11949,40.86546,-72.80134,1,High Production Zone
11950,4537565,3865.54,466,1173.8502253242755,0.13400116727446068,8.295150214592274,15.327901302904005,1,11950,40.80776,-72.84737,1,High Production Zone
11951,3538523,3014.47,392,1173.845817009292,0.1340006640421566,7.689974489795918,15.079220249009948,1,11951,40.7634,-72.83056,1,High Production Zone
11952,2402117,2046.4,209,1173.8257427677872,0.1339983724620762,9.791387559808612,14.691861406143996,1,11952,40.99698,-72.5437,1,High Production Zone
11953,2817661,2400.49,274,1173.7857687388826,0.13399380921676743,8.760912408759124,14.851418021024855,1,11953,40.88593,-72.95064,1,High Production Zone
11954,3140178,2675.07,301,1173.8675997263622,0.1340031506536943,8.887275747508307,14.959790362629061,1,11954,41.04652,-71.94662,1,High Production Zone
11955,661065,563.16,56,1173.8493500958875,0.13400106736254425,10.05642857142857,13.401608962563342,0,11955,40.80886,-72.81986,0,Medium Production Zone
11956,175795,149.76,15,1173.8448183760684,0.13400055004293018,9.984,12.077079510845802,0,11956,40.98159,-72.46894,0,Medium Production Zone
11957,511605,435.84,50,1173.83672907489,0.1339996266067226,8.7168,13.145310076530485,0,11957,41.14927,-72.26173,0,Medium Production Zone
11958,702519,598.49,39,1173.8191114304332,0.13399761546009512,15.345897435897436,13.462429149535671,0,11958,41.03618,-72.46153,0,Medium Production Zone
11959,1269535,1081.55,94,1173.81073459387,0.13399665920021345,11.505851063829788,14.054162037345911,1,11959,40.82255,-72.60118,1,High Production Zone
11960,875482,745.81,78,1173.8673388664674,0.1340031208751675,9.561666666666666,13.682531013043794,1,11960,40.80854,-72.70635,1,High Production Zone
11961,4607854,3925.54,401,1173.814048513071,0.1339970375014921,9.789376558603491,15.34327301384888,1,11961,40.90392,-72.88749,1,High Production Zone
11962,1128584,961.45,92,1173.8353528524624,0.13399946950370575,10.45054347826087,13.936475193626089,1,11962,40.93565,-72.27269,1,High Production Zone
11963,2833981,2414.35,260,1173.8070288069252,0.13399623616517412,9.285961538461539,14.857193347765874,1,11963,40.99428,-72.3208,1,High Production Zone
11964,2197054,1871.74,189,1173.802985457382,0.13399577459559153,9.903386243386244,14.602628385190858,1,11964,41.0544,-72.32076,1,High Production Zone
11965,140430,119.61,16,1174.0657135690997,0.13402576638916663,7.475625,11.852471543922416,0,11965,41.07777,-72.3527,0,Medium Production Zone
11967,23646874,20144.94,914,1173.8369039570234,0.13399964657043648,22.040415754923412,16.978741528865022,1,11967,40.79514,-72.8749,1,High Production Zone
11968,7471066,6364.86,604,1173.7989523728725,0.1339953141978165,10.537847682119205,15.826548384927364,1,11968,40.907,-72.41279,1,High Production Zone
11969,7169,6.11,1,1173.3224222585925,0.13394091578294434,6.11,8.877660933593667,2,,,,2,Low Production Zone
11970,49977,42.58,6,1173.7200563644903,0.13398630780416557,7.096666666666667,10.819338187581879,0,11970,40.93914,-72.57747,0,Medium Production Zone
11971,3360161,2862.56,258,1173.830766866022,0.13399894598927192,11.095193798449612,15.02749974506283,1,11971,41.05946,-72.4264,1,High Production Zone
11972,338814,288.62,32,1173.9103319243295,0.1340080287584851,9.019375,12.733209514687886,0,11972,40.83354,-72.70683,0,Medium Production Zone
11973,51026825,43470.0,1,1173.8400046008742,0.13400000052521394,43470.0,17.747862052399093,1,11973,40.86786,-72.88213,1,High Production Zone
11975,726139,618.6,56,1173.8425476883285,0.13400029083200096,11.046428571428573,13.495498112681744,1,11975,40.94316,-72.24438,1,High Production Zone
11976,3687740,3141.62,291,1173.8338818825957,0.1339993015847712,10.795945017182131,15.12052463342681,1,11976,40.92765,-72.34791,1,High Production Zone
11977,1351954,1151.8,115,1173.7749609307173,0.13399257544871201,10.015652173913043,14.117062251007452,1,11977,40.82759,-72.67913,1,High Production Zone
11978,6649480,5664.73,120,1173.838823739172,0.13399986572364977,47.20608333333333,15.710049364473576,1,11978,40.82936,-72.64734,1,High Production Zone
11980,2725605,2321.93,99,1173.8532169359112,0.13400150878263828,23.45383838383838,14.818201346676632,1,11980,40.83146,-72.92233,1,High Production Zone
12007,24995,21.29,2,1174.025364020667,0.13402116027633185,10.645,10.126471091048971,0,12007,42.45616,-73.92765,0,Medium Production Zone
12008,93581,79.74,12,1173.5766240280914,0.13396993424978212,6.645,11.44659333627988,0,12008,42.85301,-73.90799,0,Medium Production Zone
12009,20538753,17497.06,235,1173.8402337306952,0.1340000266815862,74.45557446808512,16.83782409850198,1,12009,42.69824,-74.03178,1,High Production Zone
12010,41563194,35407.87,416,1173.8405614345058,0.134000064090697,85.11507211538462,17.54272559804505,1,12010,42.93797,-74.17386,1,High Production Zone
12015,1021561,870.27,101,1173.843749640916,0.13400042804120046,8.616534653465346,13.836843386454234,1,12015,42.28262,-73.8272,1,High Production Zone
12017,242618,206.69,17,1173.8255358266003,0.133998348838653,12.158235294117647,12.399247590644666,0,12017,42.32118,-73.46216,0,Medium Production Zone
12018,2533098,2157.95,166,1173.8446210523878,0.13400052751739586,12.999698795180722,14.74495401231006,1,12018,42.62952,-73.52591,1,High Production Zone
12019,17482569,14893.48,254,1173.840432189119,0.13400004933665743,58.635748031496064,16.676714942556146,1,12019,42.93075,-73.88635,1,High Production Zone
12020,6810127,5801.58,447,1173.8400573636836,0.13400000654836572,12.978926174496644,15.733921473837453,1,12020,43.00248,-73.868,1,High Production Zone
12022,243264,207.24,16,1173.8274464389115,0.1339985669450812,12.9525,12.401906663100798,0,12022,42.67078,-73.34569,0,Medium Production Zone
12023,783619,667.56,72,1173.8555335849962,0.13400177324029636,9.271666666666667,13.571679487952947,1,12023,42.60998,-74.16738,1,High Production Zone
12024,5494,4.68,1,1173.931623931624,0.13401045935292513,4.68,8.611593866837723,0,12024,42.47678,-73.53331,0,Medium Production Zone
12025,4268525,3636.37,92,1173.8423207759388,0.13400026492876013,39.52576086956522,15.266779126546664,1,12025,43.0833,-74.136,1,High Production Zone
12027,1049021,893.68,66,1173.821725897413,0.1339979139152298,13.54060606060606,13.863368859513141,1,12027,42.92243,-73.90716,1,High Production Zone
12028,621601,529.53,30,1173.8730572394388,0.13400377365747018,17.651,13.340055295533617,0,12028,42.93994,-73.4432,0,Medium Production Zone
12029,547129,466.1,42,1173.8446685260674,0.13400053293676567,11.097619047619048,13.2124417131309,0,12029,42.40668,-73.42658,0,Medium Production Zone
12031,44594,37.99,4,1173.8352197946826,0.1339994543144615,9.4975,10.705377024100308,0,12031,42.76477,-74.4569,0,Medium Production Zone
12032,54387,46.33,5,1173.9045974530543,0.13400737413847652,9.266,10.903898820275577,0,12032,43.23363,-74.55081,0,Medium Production Zone
12033,36094049,30748.64,217,1173.8421276518245,0.13400024288262838,141.69880184331797,17.401638589774212,1,12033,42.53754,-73.70714,1,High Production Zone
12035,177072,150.84,14,1173.9061256961018,0.1340075485954454,10.774285714285714,12.084317355908878,0,12035,42.73177,-74.35151,0,Medium Production Zone
12036,18307,15.600000000000001,2,1173.5256410256409,0.13396411427233346,7.800000000000001,9.815093401773533,0,12036,42.54077,-74.6774,0,Medium Production Zone
12037,1240638,1056.94,68,1173.8017295210702,0.13399563122386646,15.543235294117649,14.031137127428781,1,12037,42.34517,-73.56853,1,High Production Zone
12040,64632,55.07,8,1173.633557290721,0.1339764334806759,6.88375,11.076480395251759,0,12040,42.63738,-73.35077,0,Medium Production Zone
12041,60512,51.56,7,1173.622963537626,0.13397522414813082,7.365714285714286,11.010613496969443,0,12041,42.58328,-73.96423,0,Medium Production Zone
12042,99090,84.41,11,1173.913043478261,0.13400833829660513,7.673636363636363,11.503793898837728,0,12042,42.4021,-73.9202,0,Medium Production Zone
12043,1785569,1521.1100000000001,96,1173.8592212266042,0.13400219420395024,15.844895833333334,14.39524824995272,1,12043,42.70454,-74.52273,1,High Production Zone
12045,81692,69.6,8,1173.7356321839081,0.13398808586574293,8.7,11.310723597862847,0,12045,42.47693,-73.7952,0,Medium Production Zone
12046,213235,181.65,19,1173.8783374621526,0.13400437642262014,9.560526315789474,12.270154812554045,0,12046,42.49182,-73.91917,0,Medium Production Zone
12047,5258700,4479.89,359,1173.8457863920764,0.13400066054704068,12.478802228412258,15.475394596039797,1,12047,42.784,-73.72653,1,High Production Zone
12051,18242831,15541.18,87,1173.838215630988,0.1339997963049073,178.6342528735632,16.71928279371628,1,12051,42.34411,-73.84516,1,High Production Zone
12052,327465,278.98,31,1173.7938203455444,0.133994728349948,8.999354838709678,12.699139511874215,0,12052,42.75397,-73.47861,0,Medium Production Zone
12053,4447874,3789.15,117,1173.8447936872385,0.1340005472245706,32.385897435897434,15.307937011999687,1,12053,42.75365,-74.1923,1,High Production Zone
12054,8531522,7268.01,276,1173.8456606416337,0.1340006461919673,26.333369565217392,15.959278449837518,1,12054,42.60874,-73.86582,1,High Production Zone
12055,20463,17.43,3,1174.0103270223751,0.13401944372401545,5.81,9.926422523818625,0,,,,0,Medium Production Zone
12056,924560,787.62,78,1173.8655696909677,0.13400291891449403,10.097692307692308,13.737074309244308,1,12056,42.7666,-74.09025,1,High Production Zone
12057,325954,277.68,29,1173.8475943532123,0.1340008669352982,9.575172413793103,12.694514614011071,0,12057,42.96978,-73.34463,0,Medium Production Zone
12058,352115,299.96999999999997,27,1173.834050071674,0.13399932078443766,11.11,12.771715945746603,0,12058,42.34966,-73.92449,0,Medium Production Zone
12059,624288,531.83,51,1173.848786266288,0.1340010029984347,10.428039215686276,13.344368681160503,0,12059,42.61213,-74.05894,0,Medium Production Zone
12060,881990,751.36,43,1173.8580706984667,0.13400206286512176,17.473488372093023,13.689937130855233,1,12060,42.41679,-73.49419,1,High Production Zone
12061,3717426,3166.93,197,1173.826387068865,0.1339984460124275,16.075786802030457,15.128542320270919,1,12061,42.59819,-73.6557,1,High Production Zone
12062,376105,320.40999999999997,39,1173.8241627914235,0.13399819209947758,8.215641025641025,12.837626297535111,0,12062,42.531,-73.50807,0,Medium Production Zone
12063,236025,201.06,19,1173.9033124440466,0.13400722744795052,10.582105263157894,12.37169724743106,0,12063,42.56505,-73.63758,0,Medium Production Zone
12064,38668,32.95,5,1173.535660091047,0.13396525800126108,6.590000000000001,10.562793524427303,0,12064,42.61434,-74.65729,0,Medium Production Zone
12065,7689701,6550.83,395,1173.851405089126,0.1340013019508135,16.58437974683544,15.855392589105476,1,12065,42.85316,-73.78649,1,High Production Zone
12066,626179,533.45,53,1173.8288499390758,0.13399872716199496,10.065094339622643,13.347393148686653,0,12066,42.78057,-74.31049,0,Medium Production Zone
12067,496411,422.89,44,1173.8537208257467,0.13400156630430898,9.611136363636364,13.115161506073584,0,12067,42.55615,-73.92633,0,Medium Production Zone
12068,421382,358.96999999999997,39,1173.8641112070648,0.1340027524208978,9.204358974358973,12.951297437820394,0,12068,42.95546,-74.40903,0,Medium Production Zone
12069,27454,23.39,4,1173.7494655835826,0.13398966502095694,5.8475,10.220303579712972,0,12069,42.94514,-74.27897,0,Medium Production Zone
12070,8268877,7044.29,16,1173.8410826357233,0.1340001235885529,440.268125,15.928009386695354,1,12070,42.98469,-74.25387,1,High Production Zone
12071,19104,16.28,3,1173.4643734643735,0.1339571202584901,5.426666666666667,9.857705359881,0,12071,42.55267,-74.42264,0,Medium Production Zone
12072,16696916,14224.2,42,1173.838669310049,0.13399984809475446,338.6714285714286,16.630734649565873,1,12072,42.88466,-74.36231,1,High Production Zone
12073,38318,32.64,5,1173.9583333333333,0.13401350837138506,6.5280000000000005,10.553701135710886,0,,,,0,Medium Production Zone
12074,952117,811.1,75,1173.8589569720132,0.13400216403790105,10.814666666666668,13.76644425567222,1,12074,43.05038,-74.0445,1,High Production Zone
12075,22839515,19457.11,104,1173.8390233698633,0.13399988851254147,187.08759615384616,16.944002751634383,1,12075,42.29983,-73.63382,1,High Production Zone
12076,213044,181.5,21,1173.7961432506886,0.1339949935217681,8.642857142857142,12.269258689983339,0,12076,42.41003,-74.38858,0,Medium Production Zone
12077,4971805,4235.459999999999,126,1173.852426891058,0.13400141859486964,33.6147619047619,15.419293712347876,1,12077,42.59434,-73.78405,1,High Production Zone
12078,44150314,37611.87,166,1173.8399074547476,0.13399998943547345,226.57753012048195,17.603110619756627,1,12078,43.1238,-74.36368,1,High Production Zone
12082,135941,115.82,11,1173.726472111898,0.13398704019542212,10.52909090909091,11.81998360316551,0,,,,0,Medium Production Zone
12083,20270885,17268.88,80,1173.8390098257673,0.1339998869664118,215.86100000000002,16.824696227389065,1,12083,42.4303,-74.02664,1,High Production Zone
12084,263103,224.14,23,1173.8333184616758,0.13399923726731458,9.745217391304347,12.480304670257551,0,12084,42.70421,-73.90096,0,Medium Production Zone
12085,940171,800.94,7,1173.8344944689989,0.1339993715147259,114.42,13.753818116231026,1,12085,42.70336,-73.96335,1,High Production Zone
12086,445878,379.82,43,1173.9192248960035,0.13400904393789995,8.833023255813954,13.007802893745147,0,12086,42.99719,-74.10672,0,Medium Production Zone
12087,10402181,8861.68,32,1173.8384820936888,0.13399982672302385,276.9275,16.157526149797352,1,12087,42.43247,-73.89778,1,High Production Zone
12089,678898,578.36,8,1173.8329068400303,0.13399919027854226,72.295,13.428227647317671,0,12089,42.86787,-73.31205,0,Medium Production Zone
12090,2357329,2008.19,93,1173.8575533191581,0.13400200380355684,21.593440860215054,14.673040180603358,1,12090,42.88022,-73.35532,1,High Production Zone
12092,245590,209.24,21,1173.723953354999,0.13398675266609578,9.963809523809525,12.411422829632542,0,12092,42.70126,-74.37659,0,Medium Production Zone
12093,91542,77.97,12,1174.0669488264718,0.13402590740028217,6.4975,11.424564086229068,0,12093,42.4968,-74.6268,0,Medium Production Zone
12094,815214,694.49,33,1173.831156676122,0.1339989904881418,21.045151515151517,13.611207161113908,1,12094,42.89332,-73.48837,1,High Production Zone
12095,27599299,23511.97,132,1173.8403460024829,0.13400003949800032,178.12098484848485,17.13330096804691,1,12095,43.02702,-74.40419,1,High Production Zone
12106,645474,549.88,56,1173.8452025896559,0.13400059390292876,9.819285714285714,13.377741758851897,0,12106,42.38895,-73.71132,0,Medium Production Zone
12107,30764,26.200000000000003,2,1174.1984732824426,0.13404092160758477,13.100000000000001,10.33413295917459,0,,,,0,Medium Production Zone
12110,8352985,7116.02,449,1173.82820734062,0.13399865380600687,15.848596881959912,15.938129637692104,1,12110,42.75316,-73.7767,1,High Production Zone
12115,89390,76.15,6,1173.8673670387393,0.1340031240911803,12.691666666666668,11.400775284952987,0,12115,42.47281,-73.58074,0,Medium Production Zone
12116,81798,69.69,10,1173.7408523461042,0.1339886817746694,6.968999999999999,11.312020297577238,0,12116,42.53723,-74.91524,0,Medium Production Zone
12117,505874,430.96,29,1173.8305179134954,0.13399891757003374,14.860689655172413,13.134044882178166,0,12117,43.16875,-74.2547,0,Medium Production Zone
12118,12760265,10870.51,159,1173.8423496229707,0.1340002682218003,68.36798742138365,16.36184668205862,1,12118,42.91684,-73.72138,1,High Production Zone
12120,3457245,2945.25,26,1173.8375350140057,0.13399971860890475,113.27884615384616,15.0559828763373,1,12120,42.45141,-74.14424,1,High Production Zone
12121,567785,483.68,46,1173.8856268607344,0.13400520854574594,10.514782608695652,13.249499866147815,0,12121,42.84592,-73.60204,0,Medium Production Zone
12122,775656,660.78,72,1173.8490874421138,0.13400103737923674,9.1775,13.561465691140725,1,12122,42.54808,-74.31659,1,High Production Zone
12123,1431180,1219.22,131,1173.8488541854629,0.13400101075176515,9.307022900763359,14.17401053551558,1,12123,42.52279,-73.60792,1,High Production Zone
12124,133879,114.03999999999999,11,1173.9652753419853,0.13401430083812618,10.367272727272727,11.804699155325263,0,12124,42.44906,-73.79272,0,Medium Production Zone
12125,383568,326.78,34,1173.7805251239367,0.1339932106305864,9.611176470588234,12.857274805378609,0,12125,42.47602,-73.40481,0,Medium Production Zone
12130,239519,204.04,23,1173.882572044697,0.13400485982245403,8.871304347826086,12.386392199653455,0,12130,42.44206,-73.6595,0,Medium Production Zone
12131,91920,78.3,6,1173.9463601532568,0.13401214157000646,13.049999999999999,11.4286847914887,0,12131,42.45964,-74.46805,0,Medium Production Zone
12132,159801,136.14,15,1173.7990304098723,0.1339953231061498,9.075999999999999,11.981690827880547,0,12132,42.47052,-73.63004,0,Medium Production Zone
12133,63697,54.26,1,1173.9218577220788,0.1340093444888218,54.26,11.061908443893099,0,,,,0,Medium Production Zone
